ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;AfstandTotHuisartsenpraktijk_5;Binnen1Km_6;Binnen3Km_7;Binnen5Km_8;AfstandTotHuisartsenpost_9;AfstandTotApotheek_10;AfstandTotZiekenhuis_11;Binnen5Km_12;Binnen10Km_13;Binnen20Km_14;AfstandTotZiekenhuis_15;Binnen5Km_16;Binnen10Km_17;Binnen20Km_18;AfstandTotGroteSupermarkt_24;Binnen1Km_25;Binnen3Km_26;Binnen5Km_27;AfstandTotOvDagelLevensmiddelen_28;Binnen1Km_29;Binnen3Km_30;Binnen5Km_31;AfstandTotWarenhuis_32;Binnen5Km_33;Binnen10Km_34;Binnen20Km_35;AfstandTotCafeED_36;Binnen1Km_37;Binnen3Km_38;Binnen5Km_39;AfstandTotCafetariaED_40;Binnen1Km_41;Binnen3Km_42;Binnen5Km_43;AfstandTotRestaurant_44;Binnen1Km_45;Binnen3Km_46;Binnen5Km_47;AfstandTotHotelED_48;Binnen5Km_49;Binnen10Km_50;Binnen20Km_51;AfstandTotKinderdagverblijf_52;Binnen1Km_53;Binnen3Km_54;Binnen5Km_55;AfstandTotBuitenschoolseOpvang_56;Binnen1Km_57;Binnen3Km_58;Binnen5Km_59;AfstandTotSchool_60;Binnen1Km_61;Binnen3Km_62;Binnen5Km_63;AfstandTotSchool_64;Binnen3Km_65;Binnen5Km_66;Binnen10Km_67;AfstandTotSchool_68;Binnen3Km_69;Binnen5Km_70;Binnen10Km_71;AfstandTotSchool_72;Binnen3Km_73;Binnen5Km_74;Binnen10Km_75;AfstandTotOpritHoofdverkeersweg_89;AfstandTotTreinstationsTotaal_90;AfstandTotBelangrijkOverstapstation_91;AfstandTotBibliotheek_92;AfstandTotZwembad_93;AfstandTotKunstijsbaan_94;AfstandTotMuseum_95;Binnen5Km_96;Binnen10Km_97;Binnen20Km_98;AfstandTotPodiumkunstenTotaal_99;Binnen5Km_100;Binnen10Km_101;Binnen20Km_102;AfstandTotPoppodium_103;AfstandTotBioscoop_104;Binnen5Km_105;Binnen10Km_106;Binnen20Km_107;AfstandTotSauna_108;AfstandTotZonnebank_109;AfstandTotAttractie_110;Binnen10Km_111;Binnen20Km_112;Binnen50Km_113;AfstandTotBrandweerkazerne_114
1666;BU0363NG02;Amsterdam                               ;Buurt     ;BU0363NG02;2;1.3;0.1;12.5;29.1;1.4;1.3;1.4;1;3.8;13;1.4;1;2.8;9;0.5;1;20.7;36.5;0.5;2;66.3;127.7;1.8;3;18.2;36;1.3;0;19.4;75.4;0.3;1;48.5;101.3;1.1;0.2;76.4;231.1;1.2;39.1;394.5;495.6;0.4;3;38.8;65.9;0.5;2.7;29.7;55.9;0.5;1.9;20.9;37.2;0.3;10.8;13;60;0.3;8.8;9;40;0.3;5.8;7;39;1.8;5.1;5.1;1.9;1.2;8.1;2.1;11.3;46;65.6;1.8;6.9;41.4;58;1.9;1.6;2.3;13;18;2.7;1.3;4.8;2;11;61.7;2.4
1667;BU0363NG03;Amsterdam                               ;Buurt     ;BU0363NG03;2;0.8;1;15.2;32.7;1.9;1.2;1.9;1;4;13;1.9;1;3;9;0.9;0.8;23.3;43;0.8;2.2;70.3;175.6;1.4;3;20;36;1.1;0;23.3;185.2;0.7;1.7;54.2;168.3;0.7;1.3;92.8;396.8;0.7;81.5;405.3;497;0.5;3.8;44;68.2;0.6;5.2;35;56.2;0.6;3.7;23;38.7;0.7;11.3;14;63.7;0.7;9;10;43.7;0.7;6;7;41.7;2.3;4.6;4.6;1.9;0.6;7.6;1.6;18;46;64;1.8;9;42;58;1.8;1.4;4;13;18;2.3;1.8;4.4;2;11;61.3;2.8
1668;WK0363NH  ;Amsterdam                               ;Wijk      ;WK0363NH  ;2;0.6;1.3;9.5;20.8;2.2;0.5;2.2;1;3.2;13;2.2;1;2.2;9;0.5;3.4;16.3;27.5;0.6;5.6;49.7;81.8;1.1;2.1;16.7;36;0.7;1.4;11.6;31.6;0.4;6.3;34;67;0.4;8.1;47.1;127.5;1.5;17.3;378.7;495.1;0.3;3.7;31.7;52;0.4;2.7;24.2;44.1;0.5;2.2;17.3;27.7;1;8.7;12.8;53.4;1;7;9;34.7;1.1;4.1;6.9;35.6;2.2;5.8;5.8;1.8;2.2;8.6;2.4;4.9;46;64.7;2.7;4.2;40.6;58;2.8;0.9;2;13;18;3.1;0.8;5.6;1.5;11;61;1.6
1669;BU0363NH01;Amsterdam                               ;Buurt     ;BU0363NH01;2;0.6;1;8;20;2;0.6;2;1;3;13;2;1;2;9;0.5;1.4;14.8;26.9;0.8;0.9;41.6;79;1.6;2.2;15.9;36;0.8;0.9;7.4;25.5;0.6;1.3;28.1;61.7;0.6;2.8;28.8;112.1;2.2;9.5;370.6;495;0.3;3.2;30.6;50.3;0.3;2;22.4;43.2;0.4;2;16.2;28;1.2;6.7;12.4;50.7;1.2;5.5;9;33.7;1.3;2.8;6.6;33.3;2;6.2;6.2;2;2.4;9;3;2.6;46;65.2;2.5;3.3;39.6;58;2.6;1.3;2;13;18;3.7;0.8;6;1;11;60.7;1.6
1670;BU0363NH02;Amsterdam                               ;Buurt     ;BU0363NH02;2;0.4;1;8;20.6;1.9;0.4;1.9;1;3;13;1.9;1;2;9;0.4;2;15;27.6;0.7;1;43.9;79.7;1.5;2.4;16.2;36;0.7;1.5;7.6;25.9;0.4;1.3;29.2;64.8;0.4;4.1;29;115.8;2.1;10.1;372.5;495;0.2;3.5;31;51.5;0.2;2;23.9;44.1;0.2;2;16.6;28.4;1.1;7.5;12.9;51.7;1.1;6.2;9;33.9;1.2;3;6.9;34.2;1.9;6.1;6.1;1.9;2.3;8.8;2.9;2.8;46;65.4;2.4;3.5;40.2;58;2.5;1.1;2;13;18;3.6;0.7;5.9;1;11;60.9;1.4
1671;BU0363NH03;Amsterdam                               ;Buurt     ;BU0363NH03;2;0.3;1.6;12.3;23.9;2.2;0.6;2.2;1;3.9;13;2.2;1;2.9;9;0.5;4.1;20;30.5;0.5;8.3;63.3;101.5;0.9;2.2;17.9;36;0.8;1.3;20.1;50.6;0.5;9.4;44.2;81.3;0.5;9.8;74.9;179.9;0.8;31.5;391.9;495.3;0.7;4;36.3;58.2;0.7;3.3;25.2;48.5;0.6;2.5;19.9;31;0.6;10.7;13;58;0.6;8.7;9;38;0.6;5.7;7;38.5;2.3;5.2;5.2;1.9;1.7;8.2;1.7;9.7;46;64.4;2.7;6.3;41.3;58;2.7;0.8;2;13;18;2.4;1.1;4.9;2;11;61.2;2.2
1672;BU0363NH04;Amsterdam                               ;Buurt     ;BU0363NH04;2;0.5;1.3;8.9;17.9;2.2;0.6;2.2;1;3;13;2.2;1;2;9;0.4;6.1;15.9;26.4;0.3;8.4;46.6;73;0.8;1.8;17;36;0.3;2;9;25.5;0.4;9.9;29.9;63.1;0.2;12.4;34.5;108.2;1.6;9.9;373.3;495;0.4;5;30.9;49.1;0.5;2.7;26.5;42.6;0.7;2;17.5;26.1;1.1;8.2;13;51;1.1;6.2;9;32.9;1.4;3.6;7;34.4;2.1;6.1;6.1;1.4;2.5;8.6;2.5;3.3;46;64.6;2.6;4;40.3;58;2.7;0.7;2;13;18;3.2;0.3;5.9;1.1;11;61;1.1
1673;BU0363NH05;Amsterdam                               ;Buurt     ;BU0363NH05;2;0.8;1.6;10.3;20.7;2.7;0.5;2.7;1;3;13;2.7;1;2;9;0.4;4.7;16.2;26.5;0.4;10.3;52.9;76.1;0.5;2;17;36;0.6;1.7;13.6;30.3;0.3;11.2;37.3;64.8;0.3;13.2;62.4;121.3;1;22.9;383.4;495;0.2;3.4;30.5;50.8;0.4;3.4;24;42.5;0.5;2.4;17.1;25.5;1;10.1;13;54.6;1;8.1;9;34.8;1;5.1;7;37.2;2.7;5.5;5.5;1.4;2.1;8.5;1.9;6;46;64;3.1;4.2;41.6;58;3.2;0.8;2;13;18;2.6;0.8;5.3;2;11;61;1.7
1674;BU0363NH06;Amsterdam                               ;Buurt     ;BU0363NH06;2;0.7;1.6;13.4;22.7;2.4;0.8;2.4;1;4;13;2.4;1;3;9;1;0.4;20.7;30.5;0.7;5.2;64.5;101.3;1.2;2;18;36;0.7;1;21.2;54.5;0.7;5.9;45.4;84.2;0.3;3.2;83;188.2;0.4;33.6;392.9;495.4;0.1;3.7;36.5;57.8;0.1;3.4;25;47.3;0.2;3;20.2;30.1;0.1;11;13;58.2;0.1;9;9;38.2;0.3;6;7;38.7;2.5;5.1;5.1;2.4;1.7;8.2;1.2;10.6;46;64;2.9;6.4;41.1;58;2.9;1.2;2;13;18;1.9;1.6;4.9;2;11;61;2.7
1675;WK0363NJ  ;Amsterdam                               ;Wijk      ;WK0363NJ  ;2;0.5;2.1;7;16.3;3.3;0.7;3.3;1;3;12.7;3.3;1;2;9;0.5;4.5;12.9;23.6;0.5;9;30.7;69.1;1.8;1;15.5;34.8;0.6;1.1;5.2;22.5;0.6;6.1;24.1;53.5;0.6;4.9;26.1;92;2.5;7.4;355.9;493.1;0.3;6;21.7;44.8;0.4;4;17.5;38.9;0.4;3.3;10.9;24.5;0.7;5.5;11.9;44.5;0.7;4.2;9;31.7;2.4;2.1;6.4;28.5;1.5;6.5;7;0.7;3.5;7.6;3;1.9;45.4;64;3.7;2.6;37.5;58;3.8;1.9;2;12.1;18;3.7;1.5;6.8;1.7;11;61.6;0.7
1676;BU0363NJ01;Amsterdam                               ;Buurt     ;BU0363NJ01;2;0.9;2.1;7.2;16.6;2.7;0.9;2.7;1;3;13;2.7;1;2;9;0.4;2.6;12;23.8;0.7;2.8;32.3;69;1.6;1;15.5;36;1;0.8;5;23.3;0.9;1;24;56.1;0.9;3.1;25.2;91.6;2.4;7.5;356.6;495;0.3;4.8;24.6;46.1;0.6;2.5;19;40.2;0.6;1.5;12.8;25.3;0.6;5.2;11.5;45;0.6;4.2;9;32;2;2;6;29;2;6.9;6.9;1.2;3.1;8.2;3.1;1.8;46.2;64;3.2;2;37.8;58;3.3;1.5;2;13;18;3.7;1;6.6;1;11;60.8;0.6
1677;BU0363NJ02;Amsterdam                               ;Buurt     ;BU0363NJ02;2;0.6;1.8;7;15.4;3.3;0.7;3.3;1;3;12.8;3.3;1;2;9;0.6;4.1;12.6;23.2;0.6;6.3;29.2;69;2.1;1;15;34.7;0.7;1;4.6;21.8;0.7;4.4;22.8;51.8;0.7;3;25.1;89.5;2.8;7.1;349.2;491.6;0.2;5.2;20.7;42.4;0.3;3.5;16.5;35.6;0.2;3.7;10.2;23.4;0.5;4.9;11.1;41.9;0.5;3.9;9;30.8;2.5;1.9;6;26.3;1.6;6.7;7.3;0.9;3.6;7.7;3.3;1.2;44.7;64;3.7;2;36.4;58;3.8;2;2;11.4;18;3.9;1.6;7;1.8;11;61.7;0.4
1678;BU0363NJ03;Amsterdam                               ;Buurt     ;BU0363NJ03;2;0.5;2;7;15.9;3.8;0.8;3.8;1;3;12;3.8;1;2;9;0.7;3.8;12.1;23.1;0.7;6.8;27.2;69.2;2.3;1;15.2;33.6;0.7;1;4.5;21.2;0.7;5.6;22.1;49.2;0.7;2.9;24.6;88.2;2.9;7.1;351.8;491.6;0.4;3.6;18.8;42.8;0.4;3.1;14.3;37.5;0.4;3.6;8.9;23.3;1;4;11.1;43.2;1;3;9.1;31.9;2.8;1.1;6;26.9;1.1;6.3;7.3;0.9;3.9;7.2;3.3;1;44.5;64;4.3;2;36.1;58;4.4;2.5;2;11.1;18;4;2.1;7.1;2;11;61.2;0.9
1679;BU0363NJ04;Amsterdam                               ;Buurt     ;BU0363NJ04;2;0.7;1.7;7.4;17;2.7;0.8;2.7;1;3;13;2.7;1;2;9;0.5;5.6;13.1;24.4;0.6;12;33.6;69.4;1.2;1;16.5;36;0.8;1.5;5.7;24.5;0.7;9.4;25.3;57.8;0.7;9.4;27;95;2;7.5;365.1;495;0.4;5.3;26.3;47.7;0.6;2.8;20.5;42.2;0.7;1.7;13.6;25.8;0.9;6.2;12.5;48.1;0.9;4.7;9;32.2;1.8;2.5;6.5;31.9;2.1;6.5;6.5;1;2.9;8.2;2.8;2.5;46;64;3.1;3.1;39.3;58;3.2;1.3;2;13;18;3.4;0.8;6.2;1;11;61.3;0.9
1680;BU0363NJ05;Amsterdam                               ;Buurt     ;BU0363NJ05;2;0.4;2.3;7;16.7;3;0.6;3;1;3;13;3;1;2;9;0.3;5.6;13.7;24;0.2;13;33.4;69;1.5;1;16;35.4;0.5;1.4;5.9;23.2;0.4;8.2;25.7;55.9;0.4;7.6;28.1;95;2.2;7.7;361.2;494.5;0.3;8.1;23.6;46.3;0.3;4.7;20.2;40.5;0.4;3.2;12.4;25.5;0.7;6.5;12.6;46.7;0.7;4.8;9;32;2.1;2.8;6.8;30.7;1.7;6.5;6.7;0.5;3.2;7.8;2.7;2.7;45.9;64;3.5;3.5;38.8;58;3.6;1.6;2;12.8;18;3.4;1.2;6.4;1.6;11;61.8;0.7
1681;BU0363NJ06;Amsterdam                               ;Buurt     ;BU0363NJ06;2;0.3;2.5;7;17.5;3.7;0.6;3.7;1;3;12.1;3.7;1;2;9;0.4;3.7;12.3;23.9;0.4;8.5;30.4;69.5;2;1;15.6;33.9;0.4;1;5;22.9;0.4;5.5;25.4;54.9;0.4;3.3;25.1;93.9;2.5;7.9;359.9;493.9;0.4;5.7;20.3;47.7;0.3;5.1;15;43.3;0.4;3.5;9.7;25.4;0.9;5.8;12.6;45.5;0.9;4.4;9.1;33;2.5;2.2;6.6;29;1;6.2;6.9;0.5;3.5;7.1;2.9;2.2;45.9;64;4.1;2.6;37.4;58;4.2;2.2;2;12.8;18;3.6;1.8;6.7;2;11;61.8;0.9
1682;WK0363NK  ;Amsterdam                               ;Wijk      ;WK0363NK  ;2;0.6;2.7;12.1;26.3;2.3;0.7;2.3;1;3.6;13;2.3;1;2.6;9;0.6;2.8;15.7;34.2;0.2;13.5;53.9;124.4;2.7;2.5;18.4;36;0.4;5.5;20.7;88.1;0.3;10.2;45.5;103.9;0.2;19.7;87.4;235.2;0.7;44;396.3;494.7;0.4;3.7;31.9;62.9;0.6;1.9;26.1;50.9;0.6;2.4;17;34.2;0.6;12;13.9;59.4;0.6;8;9.9;39.5;0.8;7;7;38;3.5;5.1;5.1;0.8;1;8.1;1.4;11.6;46.2;64;1.3;7;42.5;58;1.3;1.9;2.6;13.4;18;2.1;3.2;4.8;2;11;60.9;2.7
1683;BU0363NK01;Amsterdam                               ;Buurt     ;BU0363NK01;2;1.1;0.4;15.7;27.3;1.7;1.3;1.7;1;3.1;13;1.7;1;2.1;9;1;1.1;18.7;31.7;0.2;4.7;64.5;104.8;2.2;3;17.1;36;0.7;2.8;23.2;34.4;0.3;5.3;52.3;72.6;0.3;6.8;98.4;148.8;1.1;24.8;392.6;495.1;0.6;2.2;40.6;61.9;0.4;1;31.9;52.6;0.7;1.3;21;33.9;0.4;12;14;57.7;0.4;8;10;37.8;1.1;7;7;36.7;2.9;5.4;5.4;1.3;0.4;8.5;1.8;6.6;46.6;64;1.2;5.5;43;58;1.2;2.2;2;14;18;2.6;2.6;5.2;2;11;61.4;2.4
1684;BU0363NK02;Amsterdam                               ;Buurt     ;BU0363NK02;2;0.7;1.5;12.3;25.8;2.1;0.9;2.1;1;3.5;13;2.1;1;2.5;9;0.5;2.6;17.4;32.3;0.3;9.8;56.4;109.8;2.6;2.8;17.7;36;0.3;5.4;21.3;44.6;0.3;9.1;48.4;79.5;0.2;15.1;91.7;170.2;0.8;29.3;392.3;494.2;0.4;2.2;34.2;61.8;0.6;1;28.6;50.8;0.4;1.8;18.7;33.9;0.8;12;14;58.2;0.8;8;10;38.3;1;7;7;37.1;3.3;5.3;5.3;0.9;0.8;8.3;1.7;8.5;46.1;64;1.6;6;42.2;58;1.6;2.2;2;13.4;18;2.2;3.1;5;2;11;61;2.7
1685;BU0363NK03;Amsterdam                               ;Buurt     ;BU0363NK03;2;0.3;4.6;10.2;26;2.7;0.3;2.7;1;4;13;2.7;1;3;9;0.4;3.9;13.2;36.4;0.2;20.2;46.9;142.2;2.9;2;19.4;36;0.3;7;19.1;138.8;0.2;13.3;40.4;132.9;0.2;28.8;79.4;314.3;0.5;61.7;400.4;494.7;0.3;5.3;26.2;64.1;0.8;2.8;21.8;50.1;0.6;3.2;14;34.4;0.5;12;13.9;61;0.5;8;9.9;41;0.5;7;7;39.2;3.9;4.8;4.8;0.4;1.5;7.8;0.9;15.9;46;64;1.3;8.4;42.3;58;1.3;1.7;3.2;13.1;18;1.7;3.5;4.6;2;11;60.6;2.9
1686;WK0363NL  ;Amsterdam                               ;Wijk      ;WK0363NL  ;2;0.6;3.1;9.6;25;3.3;0.5;3.3;1;3.8;13;3.3;1;2.8;9;0.4;3.5;12.3;33.4;0.2;15.1;47;128.1;2.5;2.1;19;36;0.4;6.2;19;107.5;0.4;7.9;40.7;115.7;0.3;23.4;79.1;266.5;0.4;53.7;396.5;495.1;0.5;4.4;25.1;60.1;0.5;3.7;20.4;47;0.4;3;12.5;31.3;0.6;11.7;13;60;0.6;7.8;9;40;0.6;6.8;7;38.8;3.8;4.9;4.9;1.1;2.1;8;0.9;13.3;46.1;64;2.1;7.7;41.5;58;2.1;1;2.9;13;18;1;2.9;4.7;2;11;60.3;3.4
1687;BU0363NL01;Amsterdam                               ;Buurt     ;BU0363NL01;2;1;0.4;11;28.3;3.2;0.5;3.2;1;4;13;3.2;1;3;9;0.6;2.6;14.6;39.4;0.2;11.8;53.9;171.1;1.9;2.4;20.6;36;0.5;4.9;20.2;195.9;0.3;8;44;174.4;0.4;19.9;84.4;420.1;0.7;92;406.8;498;0.4;3.1;31.6;66.3;0.4;4.1;25.2;50.2;0.4;2.3;15.2;33.8;0.4;12;13;63.9;0.4;8;9;43.9;0.4;7;7;41.8;3.2;4.5;4.5;1.4;2.2;7.6;0.3;18.9;46.4;64;2.4;9.9;42;58;2.4;1;4.4;13;18;1;2.3;4.3;2;11;61;3.1
1688;BU0363NL02;Amsterdam                               ;Buurt     ;BU0363NL02;2;1.9;0;7.8;19.2;3.7;1;3.7;1;3.1;13;3.7;1;2.1;9;1.6;0.1;11.9;26.1;0.9;2.9;49.2;79.5;2.4;2;16.7;34.8;1;0.5;17.8;34.5;0.8;2.8;34.8;63.8;0.9;1.5;72.8;126.3;1.5;25.6;383.2;493.5;0.9;0.7;16.9;50.1;1.2;0.2;12.5;40.6;1.5;0.1;9.2;25.4;1.3;8.2;13;54;1.3;6.1;9;34.5;1.4;5.1;7;36.1;3.7;5.5;5.5;2.4;2.9;8.5;1.2;6.2;46;64;3.5;4.3;41;58;3.5;1.7;2.1;13;18;1.5;2.8;5.2;2;11;60.1;3.9
1689;BU0363NL03;Amsterdam                               ;Buurt     ;BU0363NL03;2;0.5;4;9.8;25.9;3.2;0.5;3.2;1;3.9;13;3.2;1;2.9;9;0.3;4.1;12.8;34.9;0.2;18.8;49.4;135.6;2.4;2.1;19.2;36;0.3;7.4;19.4;122.7;0.3;10.3;41.7;124.6;0.2;29.8;81.2;292;0.3;58.5;398.1;495.6;0.5;5.5;26;61.1;0.5;4.1;20.7;48.1;0.3;3.5;12.4;31.9;0.5;12;13;60.6;0.5;8;9;40.6;0.5;7;7;39;3.7;4.9;4.9;1;2;7.9;0.8;14.5;46.1;64;1.9;8.1;41.7;58;1.9;0.9;3.1;13;18;0.9;2.8;4.6;2;11;60.2;3.3
1690;BU0363NL04;Amsterdam                               ;Buurt     ;BU0363NL04;2;0.3;3;9;22.5;3.4;0.4;3.4;1;3.6;13;3.4;1;2.6;9;0.4;3;10.5;28.9;0.3;11.1;39.6;99.6;2.9;2;18;36;0.4;5.2;17.8;47.5;0.6;3.9;37.9;78.1;0.4;15.6;73.5;164.5;0.4;30.6;390.1;493.1;0.6;3.4;21.1;56.3;0.6;3.1;18.5;44.2;0.5;2.6;11.7;29.6;0.7;11.4;13;57.8;0.7;7.4;9;37.8;0.7;6.4;7;37.3;4.2;5.2;5.2;1.1;2.2;8.3;1.2;9.2;46;64;2.1;6.2;41.1;58;2.1;1.2;2;13;18;1.1;3.3;5;2;11;60;3.7
1691;WK0363NM  ;Amsterdam                               ;Wijk      ;WK0363NM  ;2;0.8;1.1;12.9;22.8;2.6;0.5;2.6;1;3.9;13;2.6;1;2.9;9;1.1;0.2;19.7;31;0.4;5.4;61;101.1;1.3;2;18.3;36;0.4;1;21.1;61.8;0.4;4.5;47.6;86.2;0.4;2.4;85.2;193.6;0.5;35.2;393.1;495.5;0.5;2.9;36.3;57.1;0.6;2.3;26.6;47.1;0.5;2.3;19.2;29.3;0.5;11.5;13;58;0.5;8.3;9;38;0.5;5.9;7;38.8;2.7;5.1;5.1;2.1;1.9;8.1;0.9;10.8;46;64;3;6.4;41.3;58;3;1.4;2.1;13;18;1.6;1.8;4.9;2;11;61;2.9
1692;BU0363NM01;Amsterdam                               ;Buurt     ;BU0363NM01;2;0.8;1.1;12.9;22.8;2.6;0.5;2.6;1;3.9;13;2.6;1;2.9;9;1.1;0.2;19.7;31;0.4;5.4;61;101.1;1.3;2;18.3;36;0.4;1;21.1;61.8;0.4;4.5;47.6;86.2;0.4;2.4;85.2;193.6;0.5;35.2;393.1;495.5;0.5;2.9;36.3;57.1;0.6;2.3;26.6;47.1;0.5;2.3;19.2;29.3;0.5;11.5;13;58;0.5;8.3;9;38;0.5;5.9;7;38.8;2.7;5.1;5.1;2.1;1.9;8.1;0.9;10.8;46;64;3;6.4;41.3;58;3;1.4;2.1;13;18;1.6;1.8;4.9;2;11;61;2.9
1693;WK0363NN  ;Amsterdam                               ;Wijk      ;WK0363NN  ;2;0.4;1.3;9.2;18.2;3.2;0.5;3.2;1;3;12.7;3.2;1;2;9;0.9;2.6;16.1;25.1;0.3;11.2;44.4;71.1;1.6;1.4;17;34.8;0.6;1.6;10.7;25.2;0.5;5;31.2;59.6;0.3;6.7;52.4;105.6;1.6;12.6;373.4;494.6;0.3;6.9;25.1;48.8;0.5;4.5;21.8;42.5;0.7;1.9;13.4;26.1;1.2;8.9;13;51.4;1.2;6.9;9;33.2;1.5;4.4;7;34.7;2;6;6;0.9;2.6;7.8;2.1;3.6;46;64;3.7;4;40.8;58;3.7;1.8;2;13;18;2.7;1.6;5.8;1.5;11;61.8;1.4
1694;BU0363NN01;Amsterdam                               ;Buurt     ;BU0363NN01;2;0.6;1.1;10.4;20.3;2.9;0.5;2.9;1;3;13;2.9;1;2;9;1.2;0.1;16.5;26.2;0.4;6.8;50.9;74.4;1.4;2;17.3;35.8;0.5;1;13.1;28.8;0.5;1.1;36;63.7;0.3;5.3;61.9;119.3;1.1;21.1;380.9;495;0.4;6.4;28.1;51.4;0.7;4.2;23.5;43.9;0.8;2.3;15.5;26.3;1.1;10;13;53.4;1.1;8;9;34.4;1.1;5;7;36.1;2.4;5.6;5.6;1.3;2.2;8.2;1.9;4.9;46;64;3.4;4;42;58;3.4;1.6;2;13;18;2.5;1.7;5.4;1.8;11;61.5;1.6
1695;BU0363NN02;Amsterdam                               ;Buurt     ;BU0363NN02;2;0.4;1.4;8.6;17.3;3.4;0.4;3.4;1;3;12.6;3.4;1;2;9;0.8;3.7;15.9;24.6;0.3;13.2;41.6;69.7;1.7;1.1;16.9;34.4;0.6;1.8;9.7;23.7;0.4;6.6;29.2;57.8;0.4;7.3;48.3;99.6;1.7;8.9;370.1;494.4;0.2;7.1;23.8;47.7;0.3;4.6;21.1;41.8;0.7;1.7;12.5;26;1.2;8.4;13;50.5;1.2;6.4;9;32.6;1.7;4.2;7;34.1;1.8;6.2;6.2;0.8;2.8;7.6;2.1;3;46;64;3.8;4;40.3;58;3.9;1.9;2;13;18;2.8;1.5;6;1.4;11;62;1.3
1696;WK0363NP  ;Amsterdam                               ;Wijk      ;WK0363NP  ;2;0.6;2.1;9.7;26.2;3.5;0.6;3.5;1;3.9;12.9;3.5;1;2.9;9;0.2;2.8;12.9;36.3;0.4;12.7;49.6;142.4;2.4;2;19.8;35.8;0.2;5.6;18.8;157.4;0.3;6.1;40.9;141.7;0.1;25.4;79;333.7;0.4;67.9;398.4;495.9;0.3;4.6;24;61.1;0.2;4.1;19.2;47.1;0.6;2.7;12;31.9;0.8;11.5;12.9;60.4;0.8;7.7;9;40.9;0.9;6.6;6.9;38.7;3.6;4.8;4.8;1.3;2.3;7.7;0.8;16.7;46.1;64;2.4;8.6;41.7;58;2.4;0.6;3.5;13;18;0.8;2.8;4.6;2;11;60.2;3.3
1697;BU0363NP01;Amsterdam                               ;Buurt     ;BU0363NP01;2;0.6;2.3;9.9;26.9;3.5;0.6;3.5;1;4;13;3.5;1;3;9;0.1;3;13;37.1;0.3;13.7;50.9;147.9;2.4;2.1;20.1;36;0.1;6;19.8;167.3;0.2;6.5;42.1;148.3;0.1;27.4;82.6;351.5;0.2;72.4;401.4;496.2;0.3;4.8;24.4;62.3;0.2;4.2;19.6;47.8;0.5;2.9;12.2;32.4;0.7;11.9;13;61.5;0.7;7.9;9;41.5;0.8;6.9;7;39.5;3.7;4.7;4.7;1.2;2.2;7.7;0.7;17.7;46.1;64;2.2;9;42;58;2.2;0.5;3.6;13;18;0.6;2.8;4.5;2;11;60.1;3.3
1698;BU0363NP02;Amsterdam                               ;Buurt     ;BU0363NP02;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1699;BU0363NP03;Amsterdam                               ;Buurt     ;BU0363NP03;2;1.1;0.2;7;17;4.2;1.2;4.2;1;3;12;4.2;1;2;9;1.4;0;12;24;1.1;0.6;30.2;69;2.5;1;15.2;33;1.4;0;5;22.8;1.2;0;23;53.2;1.2;0;25;92.2;2.5;7.8;355;491;0.8;2.2;18.6;44.8;0.6;2.2;13.6;38.4;1.3;0;8.6;24.8;1.9;5;12;43.4;1.9;3.8;9;32;2.5;1.2;6.2;27.4;1.6;6.4;7;1.4;3.6;7.3;2.9;2.2;45.8;64;4.7;2.4;37.2;58;4.8;2.7;2;12.6;18;3.6;2.3;6.8;1.8;11;61;2
1700;WK0363NQ  ;Amsterdam                               ;Wijk      ;WK0363NQ  ;3;2.4;0.3;2.6;10.7;6.3;3.6;6.3;0.3;2.5;11.7;6.3;0.3;1.8;8.8;2.2;0.3;4.2;16;3.4;0;7.8;45.6;4.8;1;12.1;31.3;3.6;0;1.2;12.3;3.1;0;6.5;31.8;1.7;0.4;7;50.2;2.8;4.5;253;481.8;1.9;0.3;6.4;29;1.4;0.8;5.6;24.2;2;0.1;3.3;14.4;3.8;0.7;5.3;36.1;3.8;0.7;4.2;25;5;0.1;2.3;22.6;2.7;7.1;8;3.7;6;8.1;5.5;0.5;34.7;63.3;6.3;0.4;27;57.2;6.6;5;0.8;8.3;17.9;5.8;4.5;8;1.3;10.6;58.1;3.7
1701;BU0363NQ01;Amsterdam                               ;Buurt     ;BU0363NQ01;2;3.2;0;0.2;9.4;4;3.2;4;1;3;12;4;1;2;9;2.7;0;1.2;18.2;3;0;0.7;52.3;4;1;12.9;32.7;3.4;0;0;13.5;2.9;0;0.8;39.6;0.3;1;1.2;46.7;3.7;3.6;322.2;486.1;1.8;0;4.7;34.3;1.9;0;3.9;28;2.6;0;1.9;18.6;2.8;1;8.6;34.4;2.8;1;6.9;24.7;3;0.8;3.9;21.8;4.2;7.6;7.6;3.5;3.8;10.4;4.6;0.8;42.5;63.9;4.4;1.6;34.5;58;4.5;3.9;1.1;10;18;5.3;3.5;7.3;1;11;58.1;3
1702;BU0363NQ02;Amsterdam                               ;Buurt     ;BU0363NQ02;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
