ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;AfstandTotHuisartsenpraktijk_5;Binnen1Km_6;Binnen3Km_7;Binnen5Km_8;AfstandTotHuisartsenpost_9;AfstandTotApotheek_10;AfstandTotZiekenhuis_11;Binnen5Km_12;Binnen10Km_13;Binnen20Km_14;AfstandTotZiekenhuis_15;Binnen5Km_16;Binnen10Km_17;Binnen20Km_18;AfstandTotGroteSupermarkt_24;Binnen1Km_25;Binnen3Km_26;Binnen5Km_27;AfstandTotOvDagelLevensmiddelen_28;Binnen1Km_29;Binnen3Km_30;Binnen5Km_31;AfstandTotWarenhuis_32;Binnen5Km_33;Binnen10Km_34;Binnen20Km_35;AfstandTotCafeED_36;Binnen1Km_37;Binnen3Km_38;Binnen5Km_39;AfstandTotCafetariaED_40;Binnen1Km_41;Binnen3Km_42;Binnen5Km_43;AfstandTotRestaurant_44;Binnen1Km_45;Binnen3Km_46;Binnen5Km_47;AfstandTotHotelED_48;Binnen5Km_49;Binnen10Km_50;Binnen20Km_51;AfstandTotKinderdagverblijf_52;Binnen1Km_53;Binnen3Km_54;Binnen5Km_55;AfstandTotBuitenschoolseOpvang_56;Binnen1Km_57;Binnen3Km_58;Binnen5Km_59;AfstandTotSchool_60;Binnen1Km_61;Binnen3Km_62;Binnen5Km_63;AfstandTotSchool_64;Binnen3Km_65;Binnen5Km_66;Binnen10Km_67;AfstandTotSchool_68;Binnen3Km_69;Binnen5Km_70;Binnen10Km_71;AfstandTotSchool_72;Binnen3Km_73;Binnen5Km_74;Binnen10Km_75;AfstandTotOpritHoofdverkeersweg_89;AfstandTotTreinstationsTotaal_90;AfstandTotBelangrijkOverstapstation_91;AfstandTotBibliotheek_92;AfstandTotZwembad_93;AfstandTotKunstijsbaan_94;AfstandTotMuseum_95;Binnen5Km_96;Binnen10Km_97;Binnen20Km_98;AfstandTotPodiumkunstenTotaal_99;Binnen5Km_100;Binnen10Km_101;Binnen20Km_102;AfstandTotPoppodium_103;AfstandTotBioscoop_104;Binnen5Km_105;Binnen10Km_106;Binnen20Km_107;AfstandTotSauna_108;AfstandTotZonnebank_109;AfstandTotAttractie_110;Binnen10Km_111;Binnen20Km_112;Binnen50Km_113;AfstandTotBrandweerkazerne_114
1345;BU0363ES03;Amsterdam                               ;Buurt     ;BU0363ES03;2;0.4;8.1;67.4;119.3;3.2;0.6;2;3.9;6.6;13.1;3.2;2.9;5.6;10.1;0.3;14.3;86.2;162.2;0.2;76.3;685.7;964;1;13.1;22.3;38.7;0.1;48.2;524;632.8;0.2;55.7;556.8;799;0.1;167.9;1444;1972;0.2;383.6;438.8;526.5;0.4;17.1;162.9;302.6;0.6;6.1;71.2;149.4;0.4;3.5;42.2;93.4;0.7;16.8;42.3;80.6;0.7;9.8;28;58.6;0.8;14.8;33.3;54.6;2.8;3.2;3.2;0.5;1.6;6.8;1.2;43;49;68.1;0.7;35;50.5;63.1;0.9;0.8;11;13.3;19.1;0.3;0.7;2.8;8;16.6;63;0.9
1346;WK0363ET  ;Amsterdam                               ;Wijk      ;WK0363ET  ;2;0.8;2.4;50;114.3;3;0.6;3;4.8;6.9;13;3;3.8;5.9;10;0.4;3.9;62.3;155.1;0.2;30.1;399.1;930.9;0.9;13.2;21.2;38.4;0.3;14.5;239;613.2;0.3;20.5;306.6;766.3;0.1;74.1;829.7;1901;0.4;367.6;436.2;527.5;0.3;13.9;144.2;297.2;0.4;5.8;70;141.3;0.6;1.9;40.4;88.6;1.3;16.2;38.4;78.1;1.3;10.5;26.3;57;1.8;13.2;31.3;53.1;1.6;2.2;3.6;1.3;2.3;7.5;2.1;39.5;49.2;68.6;1.8;31.8;47.3;63;2.1;1.7;11;13;19;1.7;0.8;2.7;6.2;16.7;63.1;2.2
1347;BU0363ET01;Amsterdam                               ;Buurt     ;BU0363ET01;2;0.7;2.8;51.3;114.6;3;0.6;3;4.9;7;13;3;3.9;6;10;0.4;4.1;63.6;155.2;0.2;32.8;408.8;931.9;0.8;13.3;21.2;38.4;0.3;15.5;245.6;614.6;0.2;22.5;315.3;768.6;0.1;78.9;844.6;1904;0.4;369.1;436.1;527.7;0.3;13.5;146.7;297.2;0.4;6.2;71.2;141.2;0.5;2.2;40.8;88.6;1.3;16.2;38.5;78;1.3;10.7;26.3;56.9;1.8;13.1;31.3;53;1.6;2.2;3.6;1.2;2.3;7.5;2.1;39.9;49.1;68.5;1.8;32;47.3;63;2.1;1.6;11;13;19;1.6;0.8;2.7;6.1;16.9;62.9;2.2
1348;BU0363ET02;Amsterdam                               ;Buurt     ;BU0363ET02;2;0.9;1.2;46.5;113.7;3.1;0.6;3;4.7;6.8;13.1;3.1;3.7;5.8;10;0.6;3.5;59.2;154.8;0.2;23.3;374.5;928.3;1.1;13;21.2;38.4;0.3;12;222.4;609.7;0.3;15.3;284.8;760.4;0.1;62;791.9;1891;0.4;363.6;436.6;527.1;0.1;14.8;137.7;297.1;0.4;4.7;67.1;141.4;0.9;1;39.4;88.6;1.3;16.5;38.2;78.4;1.3;9.8;26.4;57.2;1.7;13.4;31.3;53.3;1.6;2.2;3.5;1.5;2.3;7.5;2.1;38.6;49.3;68.6;1.9;31.3;47.5;63;2.2;2;10.9;13;19;2;1;2.8;6.4;16.5;63.5;2.2
1349;WK0363EU  ;Amsterdam                               ;Wijk      ;WK0363EU  ;2;0.4;4.9;62.3;121.2;3.3;0.5;2.4;4.5;7;13.1;3.3;3.5;6;10.1;0.3;8.3;77.9;161.8;0.3;46.2;589.2;963;1;12.9;22.8;38.2;0.3;28.7;418.2;633.2;0.2;36.9;469.5;793.1;0.1;119;1246;1975;0.3;377.8;439.6;526.2;0.3;11;159.3;305.1;0.6;4.1;69.9;150.1;0.6;2.2;40.5;92.2;0.6;18;40.7;81;0.6;10.7;26.7;59.1;1.2;15.5;33.3;55.2;2.4;2.9;3.6;1;1.7;6.8;1.3;43;49;68.2;1;34.1;50.2;63.2;1.3;1.1;11;13.5;19.1;1;0.9;3;7.7;15.3;63;1.6
1350;BU0363EU01;Amsterdam                               ;Buurt     ;BU0363EU01;2;0.5;4.7;59.2;120.5;3;0.4;2.8;5;7;13;3;4;6;10;0.3;6.5;71.2;159.2;0.2;45;503.2;937.1;0.6;12.6;21.9;38.2;0.2;17.4;327.6;626.4;0.2;32.3;397.7;782.1;0.1;88;1056;1947;0.3;374.2;437.5;527.5;0.4;11.6;153.6;298.3;0.3;6.8;70.9;144.9;0.5;3;40.7;90.3;0.9;17.6;38.8;81;0.9;11;25.8;59;1.6;14.6;31.6;55.2;2;2.7;3.9;1;2.1;7.1;1.7;43;49;68;1.4;32.6;48.5;63;1.7;1.4;11;13;19;1.2;0.7;2.7;7.3;16.7;63;1.9
1351;BU0363EU02;Amsterdam                               ;Buurt     ;BU0363EU02;2;0.3;3.4;59.5;120.7;3.5;0.5;2.5;4.5;7;13.2;3.5;3.5;6;10.2;0.4;6.7;74.5;160.3;0.3;33.4;563.1;957;1.2;12.6;22.6;37.8;0.4;14.8;389.4;632;0.2;25.8;446.2;790.7;0.2;83.3;1193;1969;0.4;376;438.9;525.7;0.3;8.8;153.2;302.4;0.7;3.2;66.5;148.6;0.9;1.6;38.5;90.7;0.5;18.1;40.2;81.2;0.5;10.7;26.2;59.2;1.3;15.5;33.2;55.2;2.4;3;3.7;1.1;1.8;6.8;1.4;43;49;68;1.1;33.9;50;63;1.4;1.3;11;13.4;19;1.1;1.1;3.2;7.8;14.5;63;1.8
1352;BU0363EU03;Amsterdam                               ;Buurt     ;BU0363EU03;2;0.3;6.7;68.2;122.4;3.4;0.5;1.9;4;7;13.2;3.4;3;6;10.2;0.3;11.7;87.6;165.9;0.3;60.7;695.9;993.1;1.3;13.6;23.8;38.5;0.3;53.5;532;640.8;0.2;52.8;560.3;805.7;0.1;184.9;1478;2008;0.2;383;442.2;525.6;0.2;12.8;171;314.2;0.9;2.6;72.5;156.5;0.5;2;42.3;95.4;0.5;18.3;43.1;81;0.5;10.6;28.1;59;0.6;16.2;34.9;55;2.8;3.1;3.2;0.8;1.4;6.4;0.9;43;49;68.5;0.4;35.7;52;63.6;0.7;0.7;11;14;19.4;0.6;0.9;3.1;8;14.8;63;1.2
1353;WK0363EV  ;Amsterdam                               ;Wijk      ;WK0363EV  ;2;0.5;3.1;61.2;123;3.6;0.4;2.2;4.1;7;13.1;3.6;3.1;6;10.1;0.4;7.1;81.5;163.9;0.3;31.5;621.3;983.2;1.4;12.7;23.3;37.7;0.4;28;454.6;639;0.3;28.8;499.8;801.7;0.2;114.7;1331;1996;0.2;379.6;442.1;525.8;0.3;8.1;160.9;312.4;0.9;1.8;68.2;156;1;1.7;40.2;93.7;0.6;19.7;41.9;81.1;0.7;11.2;27.3;59.1;1.1;17.1;34.4;55.2;2.6;3.1;3.4;1.2;1.4;6.4;1;43;49.3;68.3;0.9;35.2;51.3;63.3;1.1;1;11;13.8;19.3;1.1;1.1;3.3;8;13.3;63;1.7
1354;BU0363EV01;Amsterdam                               ;Buurt     ;BU0363EV01;2;0.4;2.2;55.9;119;3.8;0.5;2.5;4.2;6.9;12.8;3.8;3.2;5.9;9.8;0.5;5.5;72.2;159.7;0.2;22.3;549.5;960.2;1.4;12.4;22.6;37.5;0.5;7.2;385.5;633.4;0.3;16.7;439.7;791.4;0.2;62.1;1172;1964;0.3;376.2;439.2;525;0.3;7;146.7;301;1;1.3;62.2;148.8;1.2;0.5;36.6;90.7;0.7;17.6;40.2;80.9;0.7;10.1;26.1;58.9;1.4;15.2;33.3;55.2;2.5;3.1;3.7;1.2;1.7;6.7;1.3;43;49;68.1;1.1;34.3;50.4;62.9;1.4;1.3;11;13.6;19;1.2;1.3;3.5;8;13.4;63;1.9
1355;BU0363EV02;Amsterdam                               ;Buurt     ;BU0363EV02;2;0.5;3.9;65.8;126.3;3.4;0.4;2;4.1;7;13.4;3.4;3.1;6;10.4;0.2;8.5;89.5;167.6;0.4;39.4;682.6;1003;1.4;13;23.9;37.9;0.4;45.8;513.7;643.8;0.3;39.2;551.1;810.4;0.2;159.6;1466;2024;0.1;382.5;444.6;526.4;0.4;9;173.1;322.1;0.8;2.3;73.3;162.1;0.8;2.6;43.2;96.2;0.6;21.6;43.3;81.3;0.7;12.2;28.3;59.3;0.9;18.8;35.3;55.3;2.7;3.1;3.2;1.2;1.1;6.2;0.8;43;49.5;68.6;0.6;35.9;52;63.7;0.9;0.8;11;14;19.6;1;1;3.2;8;13.2;63;1.5
1356;WK0363FA  ;Amsterdam                               ;Wijk      ;WK0363FA  ;2;2.1;0;14.6;49.6;3.3;2.1;3.3;1;4.7;14.7;3.3;0.9;3.7;11.7;1.3;0.2;20;63.1;1.3;0.4;71.4;358.5;2.4;3.8;17.9;44.3;1.6;0;23.5;184.9;0.6;2.1;66.8;256.7;0.5;2.4;90.3;600.6;0.7;77;397.2;530.8;1.6;0;38.1;140.3;1.6;0;15.6;72;1.7;0;15.7;45.9;1.2;3.6;12;58;1.2;3.6;10.6;43.1;1.2;1.2;8.5;39.8;0.5;1.6;1.6;2.4;3.1;10.9;3.6;5.7;40.6;68;2.9;8.2;36.5;64.9;5.6;3.7;3.7;10.8;19.6;4.2;2.5;2.7;4.7;18.1;59.8;2.3
1357;BU0363FA01;Amsterdam                               ;Buurt     ;BU0363FA01;2;4.9;0;0;2.5;7.6;4.9;7.6;0;1.1;14;7.6;0;1.1;11;4.6;0;0;4.4;3.4;0;0;18.1;5.8;0;5;44.9;4.2;0;0;5.4;1.8;0;6.8;19.6;1.4;0;3.9;13;5;0.8;49.9;546.8;4.3;0;0;8.8;4.3;0;0;5.7;4;0;0;3.8;5.3;0;0;15;5.3;0;0;13.2;5.3;0;0;10;1.4;4.1;5.7;5;6.5;13;6.7;0;2.2;71.8;7.6;0;6.1;65;10.8;8.9;0;4;19.9;7;5.6;1.9;3;18;57.9;2.5
1358;BU0363FA02;Amsterdam                               ;Buurt     ;BU0363FA02;3;3.1;0;0;9;5.9;3.1;5.9;0;3;15;5.9;0;2;12;2.9;0;1;16;2.6;0;2;45;4;1;10;43;2.6;0;1;10;0.7;1;10;37;1.7;0;7;51;3.9;12;286;529;2.5;0;4;23;2.5;0;2;10;2.5;0;1;14;3.5;0;2;24;3.5;0;2;20;3.5;0;1;16;1.2;3.9;3.9;3.4;4.7;14.3;5;1;24;69;5.9;0;23;66;9;7.1;0;8;20;5.2;3.9;1.1;3;18;57;0.7
1359;BU0363FA03;Amsterdam                               ;Buurt     ;BU0363FA03;3;3.1;0;0.7;10.1;5.8;3.1;5.8;0;3;14.4;5.8;0;2;11.4;2.8;0;1.4;16.9;2.6;0;3.7;46.8;4;1;10.1;44.2;2.6;0;1.4;10.5;0.2;4.2;9.7;36;0.5;2.9;7.6;51.7;3.9;11;274.4;531;2.5;0;4.4;23.9;2.5;0;2.3;11.8;2.5;0;1.8;13.4;3.7;0.1;2.8;25.2;3.7;0.1;2.8;20.5;3.7;0;1.7;17.2;0.5;4.4;4.4;3.4;4.6;14.4;4.9;0.4;21.2;70;5.8;0;20.2;66;9.1;7.2;0;7.7;20;5.2;3.9;1.5;3;18;58;1.8
1360;BU0363FA04;Amsterdam                               ;Buurt     ;BU0363FA04;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1361;BU0363FA05;Amsterdam                               ;Buurt     ;BU0363FA05;3;2.6;0;5.6;43.6;3.6;2.6;3.6;1;6;14.1;3.6;1;5;12;0.6;1;11.8;54.8;0.6;2;30.4;244.3;2.8;4;19;44;0.9;1.1;7.8;123.8;0.6;6.3;44.4;182.2;0.2;8.2;43.3;362.4;0.6;35.3;415.3;530.2;2.2;0;16.5;122.2;2.2;0;6.4;63.8;2.3;0;8.4;41.5;1.4;3.2;9.3;58.4;1.4;3.1;8.3;44.3;1.4;1.1;6.3;41.3;0.9;0.6;0.6;3;3.5;11.1;3.5;2.2;44.1;68;3.1;5.1;39.1;66;5.8;3.9;4;11;21;4.7;2.9;3.6;4.1;16.2;58.3;3.1
1362;BU0363FA06;Amsterdam                               ;Buurt     ;BU0363FA06;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1363;BU0363FA07;Amsterdam                               ;Buurt     ;BU0363FA07;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1364;BU0363FA08;Amsterdam                               ;Buurt     ;BU0363FA08;2;1.9;0;17;56.2;2.9;1.9;2.9;1.1;5;14.8;2.9;1;4;11.8;1;0.2;23.1;70.9;1.1;0.4;82.8;410.4;2.1;4.2;19.2;44.3;1.4;0;27.3;213.7;0.6;1.8;76.3;293.1;0.4;2.4;104.2;692.3;0.2;88.3;421.7;530.4;1.5;0;43.9;159.4;1.5;0;17.9;81.8;1.6;0;18.1;51.4;0.8;4.2;13.6;63.4;0.8;4.2;11.9;46.9;0.8;1.4;9.7;43.6;0.4;1.2;1.2;2.2;2.8;10.4;3.3;6.6;44;67.6;2.3;9.5;39.3;64.7;5.1;3.2;4.3;11.3;19.6;4;2.2;2.9;5;18.1;60.1;2.3
1365;WK0363FB  ;Amsterdam                               ;Wijk      ;WK0363FB  ;3;0.6;2;11.9;39.7;3.4;0.6;3.4;1.2;4.5;16.3;3.4;1.2;3.5;12;0.4;4.8;18.3;51.7;0.4;9.7;58.6;208;2.2;3.1;13.7;44.1;0.5;2.5;10.4;56.7;0.4;2.3;32.3;161.4;0.4;3.9;46.2;217.6;2;26.4;391.5;530.3;0.3;7.3;26.7;98.5;0.4;4;13.9;57.8;0.4;3.9;14.3;47.2;1.7;3.3;9.7;43.8;1.7;3.3;9.7;31.2;2.5;2.3;6.4;33.2;1;3.8;3.8;0.7;2.2;12.7;2.5;1;40.2;68;2.9;2;35;64.6;6.9;5.5;0.1;10.9;19.9;2.2;2.1;3;3.9;19.6;57;2.1
1366;BU0363FB01;Amsterdam                               ;Buurt     ;BU0363FB01;2;1.9;0;3.7;16.9;5.5;2.1;5.5;0.3;3.3;14.9;5.5;0.3;2.6;11.7;1.7;0.1;6.1;26.7;1.6;0;19.6;92.7;3.8;1.9;10;42.5;1.7;0;4.4;16.4;1.3;0.6;11.6;63.5;1.5;0.1;9.2;69.3;2.4;12.5;274.7;541.4;1.3;0.4;11.5;41;1.4;0.7;6.3;22.6;1.6;0.2;5.5;23.2;3.7;0.1;3.9;29.4;3.7;0.1;3.9;23;4.3;0;2.3;21.6;1.2;3.2;5.2;2.3;4.3;12.9;4.6;0.7;22.3;69.5;4.8;0.8;23.3;64.9;8.9;7.2;0;8.7;19.6;4.2;3.7;3.5;3;18.7;58.5;2.3
1367;BU0363FB02;Amsterdam                               ;Buurt     ;BU0363FB02;2;0.9;0.9;8;31.6;4.1;0.9;4.1;1;4;16;4.1;1;3;12;0.7;2.5;14.5;41.7;0.8;3.7;38.2;158.8;2.8;3;12.5;43.3;1;0.6;7.5;36.4;0.7;1.5;17.5;127.2;0.7;1.8;26.7;145.1;2.6;23.9;372.9;536.7;0.3;3.8;20;69;0.7;1.6;10.2;42;0.9;1.4;10.6;37.5;2.3;1.1;6.8;38.4;2.3;1.1;6.8;27.1;3.2;0.1;5;29.1;1.3;4;4.3;1.2;2.9;13.4;3.1;1;34.8;69.5;3.4;1.9;32.2;65;7.6;6.2;0;10.2;20;2.7;2.7;3.4;3.1;19.4;57;2.7
1368;BU0363FB03;Amsterdam                               ;Buurt     ;BU0363FB03;2;0.7;1.6;11;37.1;3.6;0.7;3.6;1;4.3;15.7;3.6;1;3.3;12;0.4;3.8;16.4;49.1;0.3;7.2;49.8;200.4;2;3;13.6;45.1;0.4;2.2;10.3;52.7;0.3;2.4;27.9;158.8;0.3;3.1;43.2;208.7;1.8;25.2;389.8;529.9;0.3;8;24.9;89.8;0.3;3.9;12.2;52;0.3;2.9;13.7;44.2;1.8;3.7;9.6;42.2;1.8;3.7;9.6;29.7;2.5;2.7;6;31.9;0.5;3.4;3.4;1;2.4;12.7;2.7;1;40.2;68.7;3.3;2;35.6;65;7;5.4;0;11;20;2.6;1.8;2.7;4;19.2;55.6;2.3
1369;BU0363FB04;Amsterdam                               ;Buurt     ;BU0363FB04;2;0.7;1.3;12;40.1;3.3;0.7;3.3;1;5;15.3;3.3;1;4;12;0.8;2.3;19.4;54.2;0.7;5.1;51.6;222.1;1.4;3;15;46;0.4;1.8;10.8;70.8;0.3;1.4;33;175.6;0.5;3.2;50.1;257.8;1.2;26.9;400.8;529.2;0.4;6.8;29.8;108.1;0.5;4;14.9;59.9;0.6;3.8;15.2;48.1;1.5;4;11.3;47.6;1.5;4;11.3;34.6;2;3;7;36.6;0.7;2.9;2.9;1;2.2;12.1;2.4;1;43;68;3.4;2;36;65;6.5;4.8;1.8;11;20;2.8;1.3;2.9;4;19;55;2.5
1370;BU0363FB05;Amsterdam                               ;Buurt     ;BU0363FB05;2;0.6;1.7;13;41.2;3.4;0.7;3.4;1.5;4.2;16.9;3.4;1.5;3.2;12;0.5;5.5;20;53.2;0.5;8.6;65.7;211.2;2.5;3;13.9;43;0.6;2.1;10.9;54.1;0.5;1.9;36.7;157.3;0.6;2.3;47.7;212.8;2.2;24.9;391.8;528.9;0.3;4.6;28.7;97.2;0.5;3.4;15.7;60.3;0.2;4.5;14.9;48.1;1.9;3.2;9.5;44;1.9;3.2;9.5;31;2.6;2.2;6.6;33.3;1.4;4.4;4.4;0.7;2.1;12.8;2.5;1;40;67.5;2.4;2;35;64.3;6.9;5.7;0;11;19.9;1.8;2.4;3;4;20;58.1;1.7
1371;BU0363FB06;Amsterdam                               ;Buurt     ;BU0363FB06;3;0.2;2.2;12.6;43.8;3.2;0.3;3.2;1.2;4.9;17;3.2;1.2;3.9;12;0.2;6.1;20.3;56.1;0.2;11.3;70.9;224.7;2.4;3;14;43.9;0.3;2.7;10.7;59.2;0.3;2.5;39.9;170.7;0.3;3.8;54.1;230.7;2.1;26.5;395.1;529.4;0.2;8.6;28.5;106.2;0.3;4.8;15.2;64.1;0.3;5.6;14.9;51.3;1.6;3.4;10.2;45.5;1.6;3.4;10.2;32.5;2.4;2.4;7;34.5;1.2;4;4;0.5;2;12.6;2.3;1;40.7;67.4;2.5;2;35.2;64.3;6.7;5.5;0;11;20;1.9;2.2;3.1;4;20;58.1;1.8
1372;BU0363FB07;Amsterdam                               ;Buurt     ;BU0363FB07;3;0.3;3;13.2;44.1;2.9;0.3;2.9;1.1;5;16.7;2.9;1.1;4;12;0.2;6.6;20.1;56.8;0.2;16.4;67.6;231.9;1.9;3.3;14;44.5;0.3;4.7;11.8;72.7;0.4;3.4;37;181.2;0.4;7.5;53.5;262.7;1.7;30.5;401.6;529.2;0.2;10.1;29.9;120.9;0.2;5.1;16.3;67.4;0.2;5.2;16.6;52.9;1.2;4;11.4;47.5;1.2;4;11.4;34.5;2.1;3;7;36.4;1;3.6;3.6;0.3;1.7;12.2;1.9;1;42.9;67.1;2.7;2;36;64.2;6.4;5.1;0.2;11;19.8;2;1.8;3.1;4;20;57.6;2
1373;BU0363FB08;Amsterdam                               ;Buurt     ;BU0363FB08;3;0.6;4;15.3;45.4;2.8;0.6;2.8;1.5;5;16.4;2.8;1.5;4;11.8;0.4;6.2;21.9;57.1;0.4;16.8;75.4;234;2.1;3.3;14;42.7;0.3;3.6;11.8;73.2;0.4;1.9;43.2;177.9;0.6;6.6;57.8;262.5;1.9;29.9;402.1;527.7;0.3;8;31.3;124.8;0.3;5.6;16.7;72;0.2;5;15.8;54.5;1.4;3.5;10.3;47.5;1.4;3.5;10.3;34.5;2;2.5;7.2;36.4;1.4;3.9;3.9;0.4;1.5;12.2;1.9;1;42.9;67;2.3;2;35.3;64;6.3;5.1;0.2;11;19.4;1.7;2;2.9;4;20;58.1;1.6
1374;WK0363FC  ;Amsterdam                               ;Wijk      ;WK0363FC  ;3;0.6;2.8;16.1;52.3;2.3;0.5;2.3;1.7;5;14.9;2.3;1.7;4;11.2;0.4;4.7;24.2;66.3;0.3;15;76.4;296;1.3;4.2;15.5;44.5;0.4;3.4;18.5;116;0.4;5.1;49.9;227.6;0.3;10.4;64;411.7;1;39;412.8;530.1;0.4;6.5;36.7;146;0.6;2.8;22.2;75.8;0.6;3.1;20.6;56.2;0.7;4.7;12.4;53.5;0.7;4.7;12.3;38.9;1.5;3.7;7.7;40.6;1.2;3.1;3.1;0.8;1.1;11.6;1.4;1.2;43;67;2.9;3.2;37.7;64;5.8;4.5;1.8;11;19;2.4;1.1;2.9;4.8;19.1;56.5;2.2
1375;BU0363FC01;Amsterdam                               ;Buurt     ;BU0363FC01;2;0.8;2.5;15;48.7;2.6;0.6;2.6;1.3;5;14.7;2.6;1.3;4;11.4;0.6;5;24.8;62.8;0.4;13.7;70.7;277.7;1;4.2;15.8;44.8;0.4;3.8;16.2;110.7;0.5;6.7;51.6;212.2;0.4;14;69.1;375.9;0.5;36.9;411.1;530.8;0.4;7.4;37.7;138.7;0.6;1.7;20.2;72.4;0.4;3.6;19.3;53.2;0.9;4.3;11.9;52.4;0.9;4.3;11.7;38.1;1.6;3.3;7.7;39.8;0.6;2.6;2.6;0.6;1.5;11.7;1.7;1;43;67;3;2.7;37.1;64;6;4.5;2.9;11;19.1;2.8;0.8;3.1;4.6;18.8;55.9;2.6
1376;BU0363FC02;Amsterdam                               ;Buurt     ;BU0363FC02;2;0.6;3.6;16.7;53.4;2.2;0.6;2.2;1.9;5;15.1;2.2;1.9;4;11.1;0.3;6.4;24.2;67.6;0.2;19.8;78;305.1;1.2;4.2;15.4;45.1;0.2;4;20.4;121.8;0.3;6;49.2;237.8;0.2;11.2;61.7;438.4;1;40.2;414.3;530.2;0.3;8.6;36.9;150;0.7;4;23.5;77;0.7;4;20.8;57.1;0.4;5;13;54.3;0.4;5;13;39.5;1.4;4;7.8;41.3;1.2;3.2;3.2;0.7;1.1;11.6;1.3;1.2;43;67;3;3.5;38.1;64;5.7;4.5;1.5;11;19;2.3;1.1;2.8;5;19.2;56.5;2.2
1377;BU0363FC03;Amsterdam                               ;Buurt     ;BU0363FC03;2;0.4;2.2;16.6;54.4;2.3;0.4;2.3;1.8;5;15;2.3;1.8;4;11;0.3;3;23.5;68.2;0.3;11.9;80.1;304.2;1.6;4.2;15.3;43.6;0.5;2.5;18.9;115.5;0.5;2.7;49;232.2;0.3;6.6;61.6;419.8;1.4;39.9;413;529.6;0.6;3.7;35.6;149;0.4;2.6;22.8;77.6;0.7;1.9;21.5;57.9;0.9;4.8;12.4;53.8;0.9;4.8;12.4;39.1;1.5;3.8;7.6;40.8;1.6;3.6;3.6;1;0.8;11.6;1.3;1.2;43;67;2.6;3.3;37.8;63.9;5.8;4.5;1.1;11;19;2;1.5;2.8;4.9;19.2;57;1.9
1378;WK0363FD  ;Amsterdam                               ;Wijk      ;WK0363FD  ;2;0.5;3.9;21.3;64.7;2.1;0.7;2.1;1.9;5;14;2.1;1.7;4;11;0.6;3.8;28.8;83.3;0.4;13.2;109;433.4;0.8;5.7;17.2;44.9;0.7;1.4;36.1;206.9;0.4;6.9;81.8;319.4;0.3;13.5;120.8;703.7;0.9;86.4;420.5;531.9;0.4;6.6;54.9;187.1;0.5;2.2;29.9;91.5;0.4;4.6;24.6;58.8;1.2;5.1;15;57.2;1.2;5.1;13.6;41.8;1.3;4;10;42.3;0.9;3;3;1.1;1.9;10.9;1.5;5.3;43.7;66.9;2.1;8.5;40.5;63.4;5.1;3.7;4.6;11;19;3;1;2.5;5;18.6;58.5;2.7
1379;BU0363FD01;Amsterdam                               ;Buurt     ;BU0363FD01;3;0.5;5;18.9;57.6;2.4;0.5;2.4;1.5;5;14.1;2.4;1.5;4;11.1;0.4;7.2;27.7;72.6;0.4;18;91.5;356.8;0.6;5.1;16.9;45.2;0.8;2.2;26.3;156.4;0.4;8.9;71.7;269.6;0.3;18.7;96.5;542;0.8;47.6;417.3;532.1;0.2;6.7;45.6;167.8;0.3;1.6;25.3;84.3;0.3;5.1;23;57.1;1;4.6;12.7;55.8;1;4.6;12.1;40.8;1.4;3.6;8.6;42;0.5;2.5;2.5;0.7;1.6;11.3;1.5;2;43;67;2.5;4.9;39.2;64;5.5;4;3.8;11;19;2.9;0.6;2.9;5;18.9;57.3;2.7
1380;BU0363FD02;Amsterdam                               ;Buurt     ;BU0363FD02;3;0.7;2.3;22.4;70.2;2.2;1;2.2;2.1;5;14;2.2;1.6;4;11;1;1;28.2;90.3;0.6;8.7;116.3;494;1.1;6.1;17.2;44.8;0.6;1.1;40.7;251.5;0.5;4.5;86.8;360.4;0.3;9.9;130.9;830.7;1.1;118.4;422.9;532;0.3;7.6;59;195.8;0.7;2.3;30.5;95.4;0.3;5;23.4;58.8;1.4;5.8;16.6;58.6;1.4;5.8;14.5;42.8;1.4;4.5;11.1;42.7;1.1;3.2;3.2;1.4;2.1;10.6;1.6;8.4;44.1;67;1.9;11.9;40.9;63.1;4.8;3.3;5.6;11.1;19;3.2;1.3;2.4;5;18.5;59.1;2.5
