ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;AfstandTotHuisartsenpraktijk_5;AfstandTotHuisartsenpost_9;AfstandTotApotheek_10;AfstandTotZiekenhuis_11;AfstandTotZiekenhuis_15;AfstandTotGroteSupermarkt_24;AfstandTotOvDagelLevensmiddelen_28;AfstandTotWarenhuis_32;AfstandTotCafeED_36;AfstandTotCafetariaED_40;AfstandTotRestaurant_44;AfstandTotHotelED_48;AfstandTotKinderdagverblijf_52;AfstandTotBuitenschoolseOpvang_56;AfstandTotSchool_60;AfstandTotSchool_64;AfstandTotSchool_68;AfstandTotSchool_72;AfstandTotOpritHoofdverkeersweg_89;AfstandTotTreinstationsTotaal_90;AfstandTotBelangrijkOverstapstation_91;AfstandTotBibliotheek_92;AfstandTotZwembad_93;AfstandTotKunstijsbaan_94;AfstandTotMuseum_95;AfstandTotPodiumkunstenTotaal_99;AfstandTotPoppodium_103;AfstandTotBioscoop_104;AfstandTotSauna_108;AfstandTotZonnebank_109;AfstandTotAttractie_110;AfstandTotBrandweerkazerne_114
1712;BU0363SA01;Amsterdam                               ;Buurt     ;BU0363SA01;3;3.0;7.8;3.0;4.5;7.8;3.4;3.3;3.6;3.4;0.9;2.7;2.9;0.8;0.7;0.9;3.5;3.5;3.7;1.2;4.2;4.2;3.5;3.1;7.9;3.7;3.8;9.2;7.8;3.2;5.6;4.6;0.9
1713;BU0363SA02;Amsterdam                               ;Buurt     ;BU0363SA02;3;2.5;7.4;2.5;3.8;7.4;2.9;2.8;3.0;2.9;0.3;2.3;2.5;0.3;0.3;0.3;2.9;2.9;3.1;0.6;3.6;3.6;2.9;2.6;8.3;3.0;3.2;9.6;7.6;2.6;6.0;5.0;0.4
1714;WK0363SB  ;Amsterdam                               ;Wijk      ;WK0363SB  ;2;1.1;11.0;2.0;1.1;11.0;2.1;1.9;2.5;2.1;1.2;1.6;2.1;0.7;0.7;1.9;2.2;2.2;2.2;2.8;1.5;1.5;2.6;4.5;12.3;2.7;2.1;13.6;11.1;4.5;10.0;9.0;2.9
1715;BU0363SB01;Amsterdam                               ;Buurt     ;BU0363SB01;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1716;BU0363SB02;Amsterdam                               ;Buurt     ;BU0363SB02;3;1.4;11.5;1.8;1.4;11.5;2.6;0.8;3.0;1.8;1.9;1.8;2.6;1.3;1.3;2.0;2.8;2.8;2.8;2.5;1.9;1.9;2.1;5.3;11.1;2.3;2.5;12.4;10.6;5.3;8.8;7.8;1.7
1717;BU0363SB03;Amsterdam                               ;Buurt     ;BU0363SB03;3;1.3;11.0;2.2;1.3;11.0;2.2;2.1;2.7;2.4;1.2;1.7;2.3;0.5;0.6;2.0;2.2;2.2;2.2;3.1;1.7;1.7;2.9;4.5;12.4;3.0;2.3;13.7;11.1;4.5;10.1;9.1;3.1
1718;BU0363SB04;Amsterdam                               ;Buurt     ;BU0363SB04;3;1.4;11.6;2.0;1.4;11.6;2.7;1.1;3.0;2.0;1.9;1.9;2.7;1.4;1.4;2.2;2.9;2.9;2.9;2.6;2.0;2.0;2.3;5.3;11.3;2.5;2.6;12.6;10.9;5.3;9.0;8.1;1.9
1719;BU0363SB05;Amsterdam                               ;Buurt     ;BU0363SB05;3;0.7;10.9;1.8;0.7;10.9;1.8;1.7;2.1;1.8;1.1;1.5;1.8;0.7;0.7;1.8;2.0;2.0;2.0;2.6;1.1;1.1;2.3;4.4;12.5;2.4;1.7;13.7;11.1;4.4;10.1;9.2;2.8
1720;BU0363SB06;Amsterdam                               ;Buurt     ;BU0363SB06;2;0.2;10.7;1.6;0.2;10.7;1.6;1.5;1.9;1.6;0.9;1.2;1.5;1.0;1.3;1.5;1.8;1.8;1.8;2.4;0.9;0.9;2.1;4.2;12.2;2.2;1.5;13.5;10.9;4.2;9.9;9.0;2.6
1721;WK0363SC  ;Amsterdam                               ;Wijk      ;WK0363SC  ;3;0.6;9.7;0.6;1.4;9.7;0.6;0.6;1.3;1.1;0.4;0.4;0.8;0.4;0.5;0.5;0.7;0.7;0.7;1.5;1.2;1.2;1.4;3.2;11.3;1.6;1.0;12.6;9.8;3.2;9.0;8.0;1.9
1722;BU0363SC01;Amsterdam                               ;Buurt     ;BU0363SC01;2;1.1;8.7;0.8;2.1;8.7;0.8;0.8;1.6;1.5;0.2;0.5;1.2;0.2;1.1;1.1;0.6;0.6;0.6;1.1;1.9;1.9;1.8;2.2;10.3;1.9;1.4;11.6;8.9;2.2;8.0;7.1;2.2
1723;BU0363SC02;Amsterdam                               ;Buurt     ;BU0363SC02;2;0.5;9.9;1.0;1.7;9.9;1.0;1.0;1.7;1.5;0.7;0.3;1.2;0.5;0.4;0.4;1.0;1.0;1.0;1.9;1.5;1.5;1.8;3.4;11.5;2.0;1.4;12.8;10.1;3.4;9.2;8.3;2.3
1724;BU0363SC03;Amsterdam                               ;Buurt     ;BU0363SC03;2;0.5;9.5;0.5;1.6;9.5;0.4;0.5;1.3;1.2;0.5;0.6;0.8;0.4;0.5;0.5;0.4;0.4;0.4;1.5;1.4;1.4;1.4;3.0;11.1;1.6;1.0;12.4;9.7;3.0;8.8;7.8;1.9
1725;BU0363SC04;Amsterdam                               ;Buurt     ;BU0363SC04;2;0.7;9.3;0.4;1.6;9.3;0.3;0.4;1.1;1.0;0.3;0.6;0.7;0.5;0.6;0.6;0.4;0.4;0.4;1.3;1.4;1.4;1.2;2.8;10.9;1.4;0.8;12.2;9.5;2.8;8.6;7.7;1.7
1726;BU0363SC05;Amsterdam                               ;Buurt     ;BU0363SC05;2;0.6;10.0;0.8;1.1;10.0;0.8;0.8;1.3;1.1;0.3;0.3;0.9;0.4;0.6;0.6;1.0;1.0;1.0;1.7;0.8;0.8;1.5;3.5;11.6;1.6;0.9;12.9;10.2;3.5;9.3;8.4;2.0
1727;BU0363SC06;Amsterdam                               ;Buurt     ;BU0363SC06;2;0.5;9.7;0.6;1.1;9.7;0.6;0.5;1.1;0.8;0.4;0.4;0.6;0.2;0.4;0.4;0.8;0.8;0.8;1.4;0.8;0.8;1.2;3.2;11.4;1.4;0.7;12.6;9.9;3.2;9.1;8.1;1.7
1728;WK0363SD  ;Amsterdam                               ;Wijk      ;WK0363SD  ;3;0.7;9.3;0.6;1.3;9.3;0.7;0.5;0.8;0.5;0.5;0.4;0.8;0.6;0.6;0.6;0.8;0.8;1.2;1.0;1.1;1.1;0.7;2.8;10.9;0.7;0.8;12.2;9.5;2.8;8.6;7.7;0.9
1729;BU0363SD01;Amsterdam                               ;Buurt     ;BU0363SD01;2;0.7;9.6;0.6;0.8;9.6;0.5;0.5;0.7;0.4;0.3;0.2;0.4;0.2;0.3;0.4;0.7;0.7;0.8;1.3;0.6;0.6;0.9;3.1;11.2;1.0;0.3;12.5;9.8;3.1;8.9;7.9;1.4
1730;BU0363SD02;Amsterdam                               ;Buurt     ;BU0363SD02;2;0.7;9.1;0.6;1.8;9.1;0.7;0.7;0.9;1.0;0.6;0.6;1.0;0.8;0.8;0.8;0.8;0.8;0.9;0.8;1.6;1.6;1.0;2.5;10.7;1.1;1.1;12.0;9.2;2.5;8.4;7.4;1.3
1731;BU0363SD03;Amsterdam                               ;Buurt     ;BU0363SD03;2;0.5;9.1;0.5;1.2;9.1;0.5;0.2;0.6;0.3;0.3;0.2;0.6;0.4;0.4;0.4;0.6;0.6;1.1;0.8;0.9;0.9;0.4;2.6;10.8;0.4;0.6;12.1;9.3;2.6;8.5;7.5;0.8
1732;BU0363SD04;Amsterdam                               ;Buurt     ;BU0363SD04;2;0.2;8.8;0.2;1.4;8.8;0.5;0.4;0.6;0.5;0.5;0.2;0.9;0.4;0.3;0.3;0.5;0.5;1.2;0.5;1.2;1.2;0.5;2.3;10.5;0.7;0.8;11.7;9.0;2.3;8.2;7.2;0.4
1733;BU0363SD05;Amsterdam                               ;Buurt     ;BU0363SD05;2;0.9;9.6;0.9;1.6;9.6;1.1;0.7;1.2;0.7;0.7;0.6;1.1;1.1;0.9;0.9;1.2;1.2;1.7;1.2;1.4;1.4;0.7;3.1;11.2;0.7;1.1;12.5;9.7;3.1;8.9;7.9;0.4
1734;BU0363SD06;Amsterdam                               ;Buurt     ;BU0363SD06;2;1.2;9.8;1.2;2.0;9.8;1.4;1.0;1.6;1.0;1.0;0.9;1.4;1.4;1.2;1.2;1.5;1.5;2.0;1.5;1.7;1.7;1.1;3.3;11.5;1.0;1.4;12.7;10.0;3.3;9.2;8.2;0.6
1735;WK0363SE  ;Amsterdam                               ;Wijk      ;WK0363SE  ;3;1.0;9.6;1.4;2.6;9.6;1.0;1.6;1.9;1.0;1.0;1.0;2.1;1.0;0.9;1.0;1.8;1.8;2.3;0.7;2.4;2.4;1.7;3.1;11.2;1.8;2.0;12.2;9.5;3.1;8.7;7.9;1.6
1736;BU0363SE01;Amsterdam                               ;Buurt     ;BU0363SE01;2;2.5;11.0;2.5;3.3;11.0;2.6;2.4;2.9;2.3;2.3;1.9;2.8;2.5;2.4;2.5;2.8;2.8;3.4;0.9;3.1;3.1;2.4;4.4;12.6;2.4;2.8;13.0;10.7;4.4;10.2;9.3;2.0
1737;BU0363SE02;Amsterdam                               ;Buurt     ;BU0363SE02;2;0.5;9.1;1.1;2.4;9.1;0.4;1.4;1.6;0.4;0.5;0.9;1.8;0.4;0.4;0.5;1.5;1.5;2.0;0.6;2.2;2.2;1.5;2.6;10.7;1.6;1.8;12.0;9.3;2.6;8.4;7.5;1.5
1738;BU0363SE03;Amsterdam                               ;Buurt     ;BU0363SE03;2;0.6;9.0;0.9;2.3;9.0;0.6;1.2;1.4;0.6;0.7;0.7;1.7;0.5;0.5;0.7;1.3;1.3;1.9;0.5;2.0;2.0;1.3;2.5;10.6;1.5;1.7;11.9;9.2;2.5;8.3;7.3;1.3
1739;BU0363SE04;Amsterdam                               ;Buurt     ;BU0363SE04;2;2.8;11.4;3.0;3.7;11.5;3.0;2.6;3.6;2.7;2.4;1.2;3.1;2.7;2.3;2.7;3.5;3.5;3.9;1.7;3.5;3.5;2.8;5.2;13.1;2.8;3.3;12.8;10.1;5.3;9.4;9.6;2.9
1740;WK0363TA  ;Amsterdam                               ;Wijk      ;WK0363TA  ;2;0.5;1.0;1.1;1.0;1.0;0.8;0.5;3.0;1.5;0.6;0.4;1.0;0.6;1.3;1.4;2.5;2.5;2.5;1.0;1.0;4.5;2.9;2.9;8.4;5.6;2.7;8.4;2.6;6.4;6.7;3.1;3.0
1741;BU0363TA01;Amsterdam                               ;Buurt     ;BU0363TA01;2;2.1;3.1;2.0;3.1;3.1;1.8;1.4;2.2;0.8;0.7;0.5;0.6;1.2;2.3;2.4;1.8;1.8;1.8;1.2;1.4;2.5;2.1;2.7;6.5;3.8;0.7;6.8;1.3;4.9;5.2;1.3;3.2
1742;BU0363TA02;Amsterdam                               ;Buurt     ;BU0363TA02;2;1.6;2.5;1.8;2.5;2.5;1.6;1.2;1.9;1.2;0.7;0.6;0.8;0.9;2.3;2.4;2.2;2.2;2.2;0.8;1.2;2.9;1.9;2.4;6.9;3.6;1.2;7.1;1.1;5.2;5.4;1.3;3.4
1743;BU0363TA03;Amsterdam                               ;Buurt     ;BU0363TA03;2;0.5;2.4;1.4;2.4;2.4;1.2;0.5;1.6;1.1;0.9;0.2;0.2;0.8;1.1;1.2;2.6;2.6;2.6;1.2;1.2;3.2;1.5;1.7;7.1;4.7;1.4;8.1;1.4;5.0;5.2;2.3;2.3
1744;BU0363TA04;Amsterdam                               ;Buurt     ;BU0363TA04;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1745;BU0363TA05;Amsterdam                               ;Buurt     ;BU0363TA05;2;0.4;0.5;1.0;0.5;0.5;0.6;0.5;3.5;1.7;0.5;0.4;1.3;0.5;1.3;1.4;2.4;2.4;2.4;0.9;0.9;4.9;3.4;3.3;8.8;5.9;3.1;8.5;3.0;6.9;7.1;3.4;3.2
1746;BU0363TA06;Amsterdam                               ;Buurt     ;BU0363TA06;2;1.5;1.3;1.2;1.3;1.3;1.7;1.0;2.9;1.9;0.9;0.7;1.2;1.3;1.8;1.8;2.7;2.7;2.7;0.8;1.7;5.3;2.5;4.1;9.3;6.2;3.4;8.4;3.4;7.4;7.6;3.7;3.2
1747;BU0363TA07;Amsterdam                               ;Buurt     ;BU0363TA07;2;1.5;1.6;1.6;1.6;1.6;1.5;1.2;3.1;2.4;0.8;0.7;1.2;1.3;1.7;1.9;3.2;3.2;3.2;1.1;1.5;5.5;2.7;4.4;9.5;5.8;3.7;8.5;3.6;7.6;7.7;3.8;3.0
1748;WK0363TB  ;Amsterdam                               ;Wijk      ;WK0363TB  ;3;0.6;4.5;0.6;4.5;4.5;0.7;0.6;1.9;1.4;0.5;0.6;1.2;0.4;0.7;0.7;0.7;0.7;1.3;2.2;1.1;1.1;1.8;1.9;4.8;4.3;2.1;6.1;2.7;2.7;3.0;2.7;2.8
1749;BU0363TB01;Amsterdam                               ;Buurt     ;BU0363TB01;2;0.6;4.3;0.6;4.3;4.3;0.7;0.7;1.8;1.5;0.7;0.6;1.5;0.3;0.8;0.8;0.8;0.8;1.4;2.0;1.2;1.2;1.7;1.9;5.2;4.4;2.0;6.4;2.6;3.0;3.3;2.4;2.9
1750;BU0363TB02;Amsterdam                               ;Buurt     ;BU0363TB02;2;0.5;4.7;0.6;4.7;4.7;0.5;0.5;2.0;1.3;0.3;0.5;0.9;0.5;0.5;0.5;0.5;0.5;1.0;2.5;0.9;0.9;2.0;2.0;4.3;4.1;2.2;5.6;2.9;2.2;2.5;3.1;2.6
1751;WK0363TC  ;Amsterdam                               ;Wijk      ;WK0363TC  ;3;0.4;3.8;0.5;3.8;3.8;0.7;0.4;1.1;1.0;0.5;0.4;0.8;0.5;0.7;0.6;0.9;1.0;0.9;2.0;1.4;2.0;1.0;1.0;5.4;4.6;1.1;6.7;2.2;3.4;3.7;2.8;2.4
1752;BU0363TC01;Amsterdam                               ;Buurt     ;BU0363TC01;2;0.3;4.6;0.9;4.6;4.6;1.1;0.4;1.9;0.4;0.4;0.4;1.0;0.5;0.5;0.5;0.5;0.9;0.5;2.5;1.5;1.6;1.8;1.9;4.9;4.4;2.0;6.2;2.8;2.8;3.0;3.0;2.9
1753;BU0363TC02;Amsterdam                               ;Buurt     ;BU0363TC02;2;0.4;3.6;0.4;3.6;3.6;0.5;0.5;0.9;1.3;0.5;0.5;0.8;0.4;0.7;0.5;0.9;0.9;0.9;1.8;1.4;2.2;0.9;0.7;5.5;4.7;0.8;6.8;2.1;3.5;3.8;2.8;2.2
1754;BU0363TC03;Amsterdam                               ;Buurt     ;BU0363TC03;2;0.7;3.3;0.3;3.3;3.3;0.3;0.2;0.4;0.8;0.2;0.2;0.4;0.8;1.2;1.0;1.3;1.3;1.3;1.9;0.9;2.1;0.4;0.9;5.8;4.8;0.9;7.1;1.7;3.8;4.1;2.4;2.3
1755;BU0363TC04;Amsterdam                               ;Buurt     ;BU0363TC04;2;0.2;3.7;0.2;3.7;3.7;0.7;0.5;1.0;1.5;0.7;0.5;0.9;0.6;0.8;0.6;0.7;0.7;0.7;1.6;1.6;2.4;0.9;0.6;5.3;4.7;0.7;6.6;2.3;3.4;3.7;3.1;2.0
1756;BU0363TC05;Amsterdam                               ;Buurt     ;BU0363TC05;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1757;WK0363TD  ;Amsterdam                               ;Wijk      ;WK0363TD  ;3;0.6;2.7;1.1;2.7;2.7;1.0;0.9;1.2;1.1;0.9;0.6;0.9;0.5;0.8;0.8;2.0;2.0;2.0;1.6;1.3;3.0;1.2;1.1;6.6;5.4;1.0;7.9;2.0;4.6;4.9;2.9;2.0
1758;BU0363TD01;Amsterdam                               ;Buurt     ;BU0363TD01;2;0.8;2.9;1.0;2.9;2.9;0.8;0.7;1.1;0.8;0.7;0.6;0.8;0.3;1.0;1.0;2.1;2.1;2.1;1.7;0.9;2.8;1.1;1.1;6.6;4.9;1.0;7.9;1.6;4.5;4.8;2.5;2.2
1759;BU0363TD02;Amsterdam                               ;Buurt     ;BU0363TD02;2;0.8;2.9;0.9;2.9;2.9;0.9;0.7;0.9;1.1;0.7;0.5;0.8;0.6;0.8;0.7;1.7;1.7;1.7;1.5;1.2;2.7;0.8;0.8;6.2;5.3;0.7;7.5;1.9;4.3;4.6;2.8;1.9
1760;BU0363TD03;Amsterdam                               ;Buurt     ;BU0363TD03;2;0.4;2.3;1.6;2.3;2.3;1.3;1.1;1.6;1.3;1.3;0.6;1.2;0.6;0.6;0.6;2.4;2.4;2.4;1.7;1.6;3.4;1.6;1.5;7.0;5.8;1.4;8.3;2.4;5.0;5.3;3.3;2.1
1761;BU0363TD04;Amsterdam                               ;Buurt     ;BU0363TD04;2;0.4;2.2;1.6;2.2;2.2;1.3;1.3;1.6;1.3;1.3;0.6;1.3;0.2;0.2;0.2;2.3;2.3;2.3;1.6;1.7;3.4;1.6;1.4;6.9;5.8;1.3;8.2;2.4;5.0;5.3;3.3;2.0
1762;WK0363TE  ;Amsterdam                               ;Wijk      ;WK0363TE  ;3;0.6;4.8;0.7;4.8;4.8;0.7;0.6;2.0;1.6;0.6;0.5;1.7;0.4;0.6;0.9;0.9;0.9;0.9;2.2;2.0;2.9;2.0;1.7;4.9;4.6;1.8;6.2;3.3;2.8;3.0;2.2;2.5
1763;BU0363TE01;Amsterdam                               ;Buurt     ;BU0363TE01;2;1.2;5.4;1.4;5.4;5.4;1.3;0.9;2.6;0.9;0.9;0.7;1.6;0.4;0.4;0.4;1.5;1.5;1.5;2.3;1.4;2.4;2.6;2.1;4.4;4.1;2.4;5.6;3.6;2.2;2.5;2.2;2.6
1764;BU0363TE02;Amsterdam                               ;Buurt     ;BU0363TE02;2;0.3;4.4;0.5;4.4;4.4;0.6;0.6;1.7;1.9;0.6;0.4;1.7;0.5;0.8;1.1;0.5;0.5;0.5;2.1;2.3;3.1;1.7;1.4;5.3;4.8;1.5;6.6;3.1;3.2;3.3;2.3;2.4
1765;BU0363TE03;Amsterdam                               ;Buurt     ;BU0363TE03;2;0.4;4.7;0.3;4.7;4.7;0.3;0.3;2.0;1.8;0.3;0.3;2.0;0.4;0.6;1.1;0.8;0.8;0.8;2.4;1.9;3.3;2.0;1.7;4.9;4.6;1.8;6.2;3.4;2.7;2.8;1.8;2.7
1766;WK0363TF  ;Amsterdam                               ;Wijk      ;WK0363TF  ;3;0.6;5.0;1.0;5.0;5.0;1.1;0.9;2.9;1.4;0.9;0.9;1.9;0.3;0.4;0.4;1.8;1.8;1.8;1.9;2.9;4.3;2.9;2.6;5.8;5.6;2.7;7.1;4.2;3.7;3.8;2.8;2.9
1767;BU0363TF01;Amsterdam                               ;Buurt     ;BU0363TF01;2;0.9;5.3;1.0;5.3;5.3;1.2;0.9;2.7;1.7;0.9;0.7;2.2;0.2;0.5;0.4;1.5;1.5;1.5;2.2;2.7;4.0;2.7;2.4;5.6;5.4;2.5;6.9;4.1;3.5;3.5;2.6;3.2
1768;BU0363TF02;Amsterdam                               ;Buurt     ;BU0363TF02;2;0.4;4.8;0.7;4.8;4.8;0.9;0.7;2.7;1.1;0.7;0.7;1.7;0.4;0.4;0.4;1.5;1.5;1.5;1.6;2.7;4.0;2.6;2.4;5.6;5.3;2.4;6.9;4.0;3.5;3.5;2.6;2.6
1769;BU0363TF03;Amsterdam                               ;Buurt     ;BU0363TF03;2;0.3;4.9;1.0;4.9;4.9;1.3;1.2;3.5;1.2;1.2;1.2;1.7;0.3;0.3;0.3;2.3;2.3;2.3;1.7;3.4;4.8;3.4;3.1;6.4;6.1;3.2;7.6;4.6;4.2;4.3;3.3;2.7
1770;WK0363TG  ;Amsterdam                               ;Wijk      ;WK0363TG  ;3;0.3;4.2;0.4;4.2;4.2;0.4;0.3;2.4;1.0;0.4;0.4;1.4;0.3;0.4;0.9;1.4;1.4;1.4;1.5;2.8;4.1;2.3;2.2;6.1;5.7;2.1;7.3;3.6;3.9;4.0;3.0;2.1
1771;BU0363TG01;Amsterdam                               ;Buurt     ;BU0363TG01;2;0.4;4.8;0.5;4.8;4.8;0.6;0.5;2.1;1.9;0.5;0.4;2.0;0.3;0.6;0.9;0.9;0.9;0.9;2.3;2.3;3.5;2.1;1.8;5.3;5.0;1.9;6.5;3.5;3.1;3.2;2.2;2.8
1772;BU0363TG02;Amsterdam                               ;Buurt     ;BU0363TG02;2;0.3;4.0;0.4;4.0;4.0;0.4;0.4;2.6;0.7;0.4;0.4;1.2;0.2;0.2;1.0;1.7;1.7;1.7;1.2;3.0;4.3;2.5;2.4;6.4;6.0;2.3;7.7;3.7;4.3;4.4;3.4;1.9
1773;BU0363TG03;Amsterdam                               ;Buurt     ;BU0363TG03;2;0.3;3.9;0.2;3.9;3.9;0.3;0.2;2.4;0.4;0.3;0.3;1.0;0.3;0.3;0.8;1.6;1.6;1.6;1.0;2.9;4.2;2.4;2.2;6.3;5.8;2.1;7.6;3.6;4.2;4.2;3.3;1.8
1774;WK0363TH  ;Amsterdam                               ;Wijk      ;WK0363TH  ;3;0.5;4.0;0.8;4.0;4.0;0.9;0.7;2.5;1.0;0.9;0.9;1.5;0.6;0.8;1.1;1.5;1.5;1.5;1.3;3.0;4.1;2.4;2.3;6.3;5.8;2.2;7.6;3.7;4.2;4.3;3.3;1.8
1775;BU0363TH01;Amsterdam                               ;Buurt     ;BU0363TH01;2;0.4;3.2;1.1;3.2;3.2;1.2;1.1;1.8;1.5;1.2;1.2;1.8;1.0;1.2;1.0;1.3;1.3;1.3;0.9;2.3;3.6;1.8;1.6;6.0;5.4;1.5;7.3;3.0;4.0;4.2;3.1;1.2
1776;BU0363TH02;Amsterdam                               ;Buurt     ;BU0363TH02;2;0.3;3.8;0.9;3.8;3.8;1.0;0.8;2.2;1.3;1.0;1.0;1.9;0.6;0.8;0.8;1.0;1.0;1.0;1.5;2.8;3.7;2.2;1.9;5.9;5.4;2.0;7.2;3.5;3.8;3.8;2.8;1.8
1777;BU0363TH03;Amsterdam                               ;Buurt     ;BU0363TH03;2;0.9;3.9;0.7;3.9;3.9;0.8;0.7;2.5;1.1;0.9;0.8;1.7;0.4;0.9;1.0;1.6;1.6;1.6;1.6;3.0;4.3;2.4;2.3;6.5;6.0;2.2;7.8;3.7;4.4;4.4;3.4;1.9
1778;BU0363TH04;Amsterdam                               ;Buurt     ;BU0363TH04;2;0.5;4.1;0.4;4.1;4.1;0.6;0.3;2.7;0.5;0.6;0.6;1.0;0.5;0.5;1.2;1.9;1.9;1.9;1.0;3.2;4.5;2.7;2.5;6.7;6.0;2.4;7.9;3.9;4.5;4.6;3.6;1.9
1779;BU0363TH05;Amsterdam                               ;Buurt     ;BU0363TH05;2;0.7;4.6;0.7;4.6;4.6;0.9;0.6;3.2;0.6;0.9;0.9;1.2;0.7;0.7;1.5;2.3;2.3;2.3;1.2;3.6;4.9;3.1;3.0;7.1;6.3;2.9;8.4;4.3;5.0;5.0;4.1;2.2
1780;WK0363TJ  ;Amsterdam                               ;Wijk      ;WK0363TJ  ;3;0.9;1.4;0.9;1.4;1.4;0.7;0.8;2.8;1.0;0.7;0.8;2.1;0.5;0.7;0.8;1.7;1.7;1.7;1.8;0.9;4.6;2.5;2.6;8.1;6.6;2.5;9.1;3.5;6.1;6.4;2.9;2.4
1781;BU0363TJ01;Amsterdam                               ;Buurt     ;BU0363TJ01;2;0.7;1.3;0.8;1.3;1.3;0.6;0.8;2.7;0.9;0.7;0.8;1.9;0.4;0.9;0.8;1.9;1.9;1.9;1.7;0.8;4.5;2.6;2.5;8.0;6.4;2.4;8.9;3.3;6.1;6.4;3.2;2.7
1782;BU0363TJ02;Amsterdam                               ;Buurt     ;BU0363TJ02;2;1.1;1.6;1.1;1.6;1.6;0.7;0.7;2.5;0.8;0.7;0.7;2.1;0.5;0.6;0.6;1.5;1.5;1.5;1.9;1.1;4.2;2.2;2.3;7.7;6.6;2.2;9.0;3.3;5.8;6.1;2.7;2.2
1783;BU0363TJ03;Amsterdam                               ;Buurt     ;BU0363TJ03;2;0.9;1.4;0.9;1.4;1.4;0.8;0.9;3.0;1.1;0.8;1.0;2.2;0.6;0.6;0.9;1.7;1.7;1.7;1.8;0.9;4.8;2.7;2.8;8.3;6.8;2.7;9.3;3.7;6.4;6.7;2.9;2.4
1784;WK0363TK  ;Amsterdam                               ;Wijk      ;WK0363TK  ;3;0.9;3.5;1.5;3.5;3.5;1.7;1.4;2.9;1.6;1.0;1.7;1.0;0.8;0.4;0.8;2.0;2.0;2.0;0.6;3.0;4.7;2.8;2.7;7.1;5.9;2.6;8.4;4.1;5.0;5.3;2.6;0.6
1785;BU0363TK01;Amsterdam                               ;Buurt     ;BU0363TK01;2;0.9;3.5;1.5;3.5;3.5;1.7;1.4;2.9;1.6;1.0;1.7;1.0;0.8;0.4;0.8;2.0;2.0;2.0;0.6;3.0;4.7;2.8;2.7;7.1;5.9;2.6;8.4;4.1;5.0;5.3;2.6;0.6
1786;BU0363TK02;Amsterdam                               ;Buurt     ;BU0363TK02;3;1.3;4.7;1.3;4.7;4.7;1.5;1.2;3.7;1.2;0.8;0.7;0.5;1.3;1.3;1.3;2.9;2.9;2.9;0.3;4.2;5.2;3.7;3.4;6.9;4.8;3.4;8.2;4.9;4.3;4.6;3.5;1.8
1787;BU0363TK03;Amsterdam                               ;Buurt     ;BU0363TK03;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1788;WK0363TL  ;Amsterdam                               ;Wijk      ;WK0363TL  ;3;1.0;2.5;1.0;2.5;2.5;0.9;0.8;3.5;1.0;1.0;0.9;2.8;0.8;0.9;0.9;1.5;1.5;1.5;2.2;2.3;5.7;1.5;3.7;8.7;7.5;3.6;9.8;4.6;6.8;7.1;2.6;2.3
1789;BU0363TL01;Amsterdam                               ;Buurt     ;BU0363TL01;2;1.5;2.3;1.5;2.3;2.3;1.0;0.7;3.3;1.1;0.9;0.9;2.5;1.1;1.2;1.3;0.5;0.5;0.5;1.6;1.8;5.1;2.2;3.2;7.8;7.1;3.1;9.1;4.2;5.9;6.2;1.9;1.4
1790;BU0363TL02;Amsterdam                               ;Buurt     ;BU0363TL02;2;0.8;3.0;0.8;3.0;3.0;1.0;0.5;4.1;0.5;1.1;0.5;3.4;0.5;0.5;0.6;1.9;1.9;1.9;2.8;2.5;5.9;0.6;3.9;9.0;8.1;3.8;10.3;5.0;7.1;7.4;2.5;2.7
1791;BU0363TL03;Amsterdam                               ;Buurt     ;BU0363TL03;2;0.9;2.3;0.9;2.3;2.3;0.8;0.8;3.3;1.1;0.8;0.9;2.6;0.8;0.9;0.9;1.8;1.8;1.8;2.2;2.4;5.8;1.6;3.8;8.9;7.3;3.7;9.8;4.5;7.0;7.3;3.0;2.6
1792;BU0363TL04;Amsterdam                               ;Buurt     ;BU0363TL04;2;0.8;2.6;0.8;2.6;2.6;1.0;0.9;3.6;1.0;1.0;0.9;2.9;0.7;0.8;0.8;1.8;1.8;1.8;2.5;2.4;5.8;1.4;3.9;9.0;7.6;3.8;10.0;4.7;7.0;7.3;2.8;2.6
1793;WK0363TM  ;Amsterdam                               ;Wijk      ;WK0363TM  ;2;0.8;3.5;0.9;3.5;3.5;1.0;0.9;4.3;2.0;0.9;1.0;3.4;0.7;0.7;0.7;2.1;2.1;2.1;2.5;3.0;6.1;2.2;4.1;8.7;8.0;4.0;9.9;5.4;6.8;7.0;1.3;2.3
